Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Hyundai,i40,2014,39 900 PLN,171 000 km,Diesel,Automatyczna,Kombi,1 685 cm3,136 KM,5,Czarny
Hyundai,ix35,2014,53 900 PLN,120 242 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Czarny
Hyundai,i30,2010,3 500 PLN,220 000 km,Diesel,Manualna,Kombi,1 582 cm3,90 KM,5,Szary
Hyundai,Elantra,2014,34 900 PLN,177 000 km,Benzyna+LPG,Automatyczna,Sedan,1 591 cm3,132 KM,4,Biały
Hyundai,i30,2014,29 500 PLN,63 213 km,Benzyna,Manualna,Kompakt,1 396 cm3,100 KM,5,Srebrny
Hyundai,Tucson,2017,69 900 PLN,174 000 km,Diesel,Automatyczna,SUV,1 685 cm3,141 KM,5,Czarny
Hyundai,Tucson,2016,58 900 PLN,193 000 km,Benzyna,Manualna,SUV,1 591 cm3,132 KM,5,Biały
Hyundai,ix35,2012,36 500 PLN,204 000 km,Benzyna+LPG,Manualna,SUV,1 998 cm3,163 KM,5,Czarny
Hyundai,i40,2012,31 900 PLN,210 000 km,Benzyna,Manualna,Kombi,1 591 cm3,135 KM,5,Inny kolor
Hyundai,Santa Fe,2007,19 900 PLN,268 000 km,Diesel,Manualna,SUV,2 188 cm3,150 KM,5,Srebrny
Hyundai,ix35,2010,35 900 PLN,180 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Biały
Hyundai,Veloster,2011,33 999 PLN,160 000 km,Benzyna,Manualna,Coupe,1 591 cm3,140 KM,4,Szary
Hyundai,i20,2016,39 900 PLN,51 000 km,Benzyna,Manualna,Auta miejskie,1 248 cm3,84 KM,5,Szary
Hyundai,Tucson,2019,92 000 PLN,69 000 km,Benzyna,Manualna,SUV,1 591 cm3,177 KM,5,Brązowy
Hyundai,Elantra,2016,48 900 PLN,106 787 km,Benzyna,Manualna,Sedan,1 591 cm3,128 KM,4,Inny kolor
Hyundai,ix35,2012,41 500 PLN,180 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Czarny
Hyundai,ix35,2015,49 999 PLN,180 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Czarny
Hyundai,i30,2012,35 700 PLN,65 000 km,Benzyna,Manualna,Kombi,1 591 cm3,135 KM,5,Srebrny
Hyundai,i20,2014,21 900 PLN,148 000 km,Benzyna,Manualna,Kompakt,1 248 cm3,85 KM,5,Biały
Hyundai,Tucson,2016,69 900 PLN,117 000 km,Benzyna,Automatyczna,SUV,1 591 cm3,177 KM,5,Szary
Hyundai,Tucson,2016,75 000 PLN,68 500 km,Diesel,Automatyczna,SUV,1 685 cm3,141 KM,5,Szary
Hyundai,Tucson,2018,85 500 PLN,38 081 km,Benzyna,Manualna,SUV,1 591 cm3,132 KM,5,Beżowy
Hyundai,Tucson,2017,85 000 PLN,89 486 km,Diesel,Automatyczna,SUV,1 685 cm3,141 KM,5,Brązowy
Hyundai,i30,2013,36 900 PLN,175 000 km,Benzyna,Manualna,Kombi,1 591 cm3,135 KM,5,Czarny
Hyundai,i30,2017,45 800 PLN,40 620 km,Benzyna,Manualna,Kombi,1 368 cm3,100 KM,5,Czerwony
Hyundai,Kona,2019,58 900 PLN,93 000 km,Benzyna,Manualna,SUV,998 cm3,120 KM,5,Szary
