Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Citroën,C3 Aircross,2017,48 900 PLN,130 300 km,Benzyna,Automatyczna,SUV,1 199 cm3,110 KM,5,Biały
Citroën,Jumper,2016,186 000 PLN,215 000 km,Diesel,Manualna,Minivan,1 997 cm3,130 KM,4,Srebrny
Citroën,C4 Picasso,2008,9 300 PLN,235 000 km,Diesel,Automatyczna,Minivan,1 560 cm3,110 KM,5,Inny kolor
Citroën,C4,2008,11 500 PLN,175 000 km,Benzyna+LPG,Manualna,Kompakt,1 587 cm3,109 KM,5,Czarny
Citroën,Berlingo,2016,30 700 PLN,148 000 km,Diesel,Manualna,Minivan,1 560 cm3,99 KM,5,Niebieski
Citroën,C4,2006,9 800 PLN,234 780 km,Benzyna,Manualna,Coupe,1 587 cm3,110 KM,3,Czerwony
Citroën,Berlingo,2022,94 000 PLN,28 000 km,Diesel,Manualna,Minivan,1 499 cm3,102 KM,5,Inny kolor
Citroën,C4 SpaceTourer,2020,46 900 PLN,148 000 km,Diesel,Manualna,Minivan,1 499 cm3,131 KM,5,Szary
Citroën,C5,2008,18 900 PLN,147 600 km,Benzyna,Manualna,Kombi,1 997 cm3,140 KM,5,Inny kolor
Citroën,C5 Aircross,2021,79 000 PLN,39 000 km,Diesel,Manualna,SUV,1 499 cm3,130 KM,5,Czarny
Citroën,DS5,2014,48 500 PLN,112 500 km,Diesel,Automatyczna,Sedan,1 560 cm3,115 KM,5,Biały
Citroën,DS3,2012,29 999 PLN,137 000 km,Benzyna,Manualna,Auta małe,1 598 cm3,207 KM,3,Czarny
Citroën,C4,2016,29 500 PLN,152 487 km,Benzyna,Manualna,Kompakt,1 199 cm3,110 KM,5,Szary
Citroën,C5,2014,31 900 PLN,220 000 km,Diesel,Manualna,Kombi,1 560 cm3,114 KM,4,Biały
Citroën,C4 Cactus,2015,29 900 PLN,237 301 km,Diesel,Automatyczna,SUV,1 560 cm3,92 KM,5,Bordowy
Citroën,C4 Picasso,2014,36 990 PLN,173 000 km,Diesel,Manualna,Minivan,1 560 cm3,115 KM,5,Szary
Citroën,C4 Picasso,2015,36 900 PLN,219 000 km,Diesel,Manualna,Minivan,1 560 cm3,115 KM,5,Niebieski
Citroën,C5,2014,38 900 PLN,242 311 km,Diesel,Automatyczna,Kombi,1 997 cm3,163 KM,5,Czarny
Citroën,Berlingo,2013,32 999 PLN,178 000 km,Diesel,Manualna,Minivan,1 560 cm3,75 KM,5,Niebieski
Citroën,Berlingo,2014,32 900 PLN,146 917 km,Diesel,Manualna,Minivan,1 560 cm3,75 KM,5,Szary
Citroën,Inny,2021,29 999 PLN,20 000 km,Elektryczny,Automatyczna,Auta miejskie,,10 KM,2,Inny kolor
Citroën,C4 Picasso,2007,8 900 PLN,302 000 km,Diesel,Manualna,Minivan,1 560 cm3,109 KM,5,Czarny
Citroën,C4 Cactus,2015,35 000 PLN,77 209 km,Benzyna,Manualna,Kompakt,1 199 cm3,110 KM,5,Czerwony
Citroën,C5,2012,22 500 PLN,102 900 km,Benzyna,Manualna,Sedan,1 598 cm3,156 KM,4,Niebieski
Citroën,C5,2005,18 500 PLN,286 200 km,Benzyna,Manualna,Sedan,1 997 cm3,140 KM,5,Złoty
Citroën,Berlingo,2007,12 500 PLN,229 000 km,Diesel,Manualna,Minivan,1 560 cm3,90 KM,5,Błękitny
Citroën,C4 Grand Picasso,2017,48 200 PLN,112 900 km,Benzyna,Manualna,Minivan,1 199 cm3,130 KM,5,Srebrny
Citroën,C4 Picasso,2014,22 999 PLN,224 500 km,Benzyna,Manualna,Minivan,1 598 cm3,120 KM,5,Czerwony
Citroën,C5,2008,19 500 PLN,230 000 km,Diesel,Manualna,Kombi,1 997 cm3,136 KM,5,Granatowy
Citroën,C3,2010,23 900 PLN,242 975 km,Benzyna,Manualna,Auta miejskie,1 598 cm3,120 KM,5,Czarny
Citroën,C4 Cactus,2017,44 999 PLN,138 700 km,Benzyna,Automatyczna,SUV,1 199 cm3,110 KM,5,Czarny
Citroën,C3,2017,36 300 PLN,81 885 km,Benzyna,Manualna,Kompakt,1 199 cm3,82 KM,5,Biały
Citroën,C3,2007,7 900 PLN,199 990 km,Benzyna,Manualna,Kompakt,1 124 cm3,60 KM,5,Szary
Citroën,C4 Cactus,2017,35 600 PLN,79 860 km,Diesel,Manualna,Sedan,1 560 cm3,100 KM,5,Fioletowy
Citroën,C3,2014,19 900 PLN,128 000 km,Diesel,Manualna,Auta miejskie,1 398 cm3,68 KM,5,Biały
Citroën,C1,2009,5 000 PLN,259 000 km,Benzyna,Manualna,Auta małe,998 cm3,68 KM,5,Czerwony
Citroën,C4 Picasso,2010,13 000 PLN,216 000 km,Diesel,Automatyczna,Minivan,1 560 cm3,109 KM,5,Czarny
Citroën,Berlingo,2018,47 355 PLN,209 000 km,Diesel,Manualna,Kombi,1 560 cm3,102 KM,5,Srebrny
Citroën,Berlingo,2012,26 500 PLN,190 000 km,Diesel,Automatyczna,Minivan,1 560 cm3,90 KM,4,Niebieski
Citroën,C4 Cactus,2015,33 000 PLN,119 000 km,Benzyna,Manualna,SUV,1 199 cm3,110 KM,5,Brązowy
Citroën,C4 Grand Picasso,2014,39 999 PLN,150 000 km,Diesel,Manualna,Minivan,1 997 cm3,150 KM,5,Czarny
Citroën,C5,2014,19 900 PLN,208 000 km,Benzyna,Manualna,Kombi,1 598 cm3,156 KM,5,Szary
Citroën,C5,2014,19 900 PLN,208 000 km,Benzyna,Manualna,Kombi,1 598 cm3,156 KM,5,Szary
Citroën,C3 Aircross,2020,49 900 PLN,30 000 km,Benzyna,Manualna,SUV,1 199 cm3,110 KM,5,Czerwony
Citroën,C3,2014,22 500 PLN,118 000 km,Benzyna,Manualna,Kompakt,1 199 cm3,82 KM,5,Granatowy
Citroën,Berlingo,2006,18 400 PLN,174 000 km,Benzyna,Manualna,Minivan,1 587 cm3,109 KM,5,Czarny
Citroën,C5,2008,19 999 PLN,199 272 km,Diesel,Automatyczna,Sedan,1 997 cm3,136 KM,5,Szary
Citroën,C4 Aircross,2012,33 900 PLN,205 000 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Inny kolor
Citroën,C8,2007,9 250 PLN,278 652 km,Diesel,Manualna,Minivan,1 997 cm3,136 KM,5,Niebieski
Citroën,DS3,2011,18 600 PLN,118 619 km,Benzyna,Manualna,Kompakt,1 598 cm3,156 KM,3,Inny kolor
Citroën,DS4,2015,41 000 PLN,161 000 km,Diesel,Automatyczna,Kompakt,1 560 cm3,112 KM,5,Czarny
Citroën,C5,2010,18 000 PLN,250 000 km,Diesel,Manualna,Kombi,1 997 cm3,140 KM,5,Srebrny
Citroën,SpaceTourer,2019,58 000 PLN,120 000 km,Diesel,Manualna,Kombi,1 499 cm3,120 KM,4,Biały
Citroën,C4 Grand Picasso,2012,25 900 PLN,292 378 km,Diesel,Manualna,Minivan,1 997 cm3,150 KM,5,Brązowy
Citroën,C5,2013,29 900 PLN,251 891 km,Diesel,Automatyczna,Kombi,1 997 cm3,163 KM,5,Szary
Citroën,C4 Picasso,2017,20 900 PLN,161 123 km,Diesel,Automatyczna,Minivan,1 560 cm3,120 KM,5,Szary
Citroën,C4,2016,30 000 PLN,113 000 km,Benzyna,Manualna,Coupe,1 199 cm3,110 KM,5,Biały
Citroën,C3,2018,44 900 PLN,47 800 km,Benzyna,Manualna,Auta małe,1 199 cm3,83 KM,5,Szary
Citroën,C4 Cactus,2015,37 800 PLN,67 630 km,Diesel,Manualna,Auta małe,1 560 cm3,99 KM,5,Fioletowy
Citroën,C5,2009,22 000 PLN,299 458 km,Benzyna+LPG,Automatyczna,Kombi,1 997 cm3,140 KM,5,Granatowy
Citroën,C4 Cactus,2015,33 500 PLN,99 000 km,Benzyna,Manualna,SUV,1 199 cm3,110 KM,5,Czerwony
Citroën,C4,2011,16 000 PLN,183 000 km,Benzyna,Manualna,Kompakt,1 598 cm3,120 KM,5,Biały
Citroën,C3,2010,21 000 PLN,137 129 km,Benzyna,Manualna,Kompakt,1 397 cm3,95 KM,5,Inny kolor
Citroën,C3,2006,6 400 PLN,186 000 km,Diesel,Manualna,Auta miejskie,1 398 cm3,68 KM,5,Srebrny
Citroën,C3,2013,16 200 PLN,175 000 km,Diesel,Manualna,Auta miejskie,1 398 cm3,68 KM,5,Srebrny
Citroën,C5 Aircross,2019,75 900 PLN,48 266 km,Diesel,Manualna,SUV,1 499 cm3,130 KM,5,Niebieski
Citroën,Berlingo,2008,18 942 PLN,193 000 km,Diesel,Manualna,Minivan,1 560 cm3,110 KM,4,Srebrny
Citroën,Berlingo,2021,95 000 PLN,35 300 km,Benzyna,Manualna,Kombi,1 199 cm3,110 KM,5,Biały
Citroën,C4 Grand Picasso,2017,48 500 PLN,171 000 km,Diesel,Manualna,Minivan,1 997 cm3,150 KM,5,Biały
