Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Dodge,Challenger,2018,100 000 PLN,90 000 km,Benzyna,Automatyczna,Coupe,3 604 cm3,309 KM,2,Szary
Dodge,RAM,2015,119 900 PLN,111 400 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Zielony
Dodge,Grand Caravan,2017,57 900 PLN,144 604 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Inny kolor
Dodge,Charger,2016,97 000 PLN,138 000 km,Benzyna+LPG,Automatyczna,Sedan,5 654 cm3,370 KM,4,Czarny
Dodge,RAM,2017,120 540 PLN,165 000 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,390 KM,4,Niebieski
Dodge,Challenger,2016,115 900 PLN,105 153 km,Benzyna,Automatyczna,Coupe,5 654 cm3,381 KM,2,Szary
Dodge,Caliber,2010,18 600 PLN,165 130 km,Benzyna+LPG,Manualna,Kompakt,1 998 cm3,156 KM,5,Czerwony
Dodge,Journey,2009,25 200 PLN,203 000 km,Diesel,Automatyczna,SUV,1 968 cm3,140 KM,5,Czarny
Dodge,Avenger,2003,13 900 PLN,246 000 km,Benzyna,Automatyczna,Sedan,1 998 cm3,156 KM,4,Niebieski
Dodge,RAM,2018,139 000 PLN,92 000 km,Benzyna,Automatyczna,SUV,5 700 cm3,440 KM,4,Bordowy
Dodge,Charger,2017,84 900 PLN,93 579 km,Benzyna,Automatyczna,Sedan,6 417 cm3,492 KM,4,Czarny
Dodge,Grand Caravan,2018,80 000 PLN,90 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Biały
Dodge,Durango,2018,109 000 PLN,102 400 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Szary
Dodge,Charger,2016,76 200 PLN,166 000 km,Benzyna,Automatyczna,Sedan,3 604 cm3,296 KM,4,Inny kolor
Dodge,Durango,2023,129 000 PLN,31 384 km,Benzyna,Automatyczna,SUV,3 600 cm3,295 KM,5,Szary
Dodge,Durango,2021,215 000 PLN,81 608 km,Benzyna,Automatyczna,SUV,6 200 cm3,710 KM,5,Szary
Dodge,Journey,2008,29 900 PLN,245 000 km,Benzyna,Automatyczna,SUV,2 736 cm3,186 KM,5,Czarny
Dodge,Durango,2019,112 000 PLN,85 000 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,360 KM,5,Biały
Dodge,Charger,2019,125 000 PLN,79 719 km,Benzyna,Automatyczna,Sedan,3 604 cm3,305 KM,4,Biały
Dodge,Grand Caravan,2004,6 100 PLN,280 000 km,Benzyna+LPG,Automatyczna,Minivan,3 778 cm3,215 KM,5,Niebieski
Dodge,Grand Caravan,2019,35 000 PLN,85 728 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Bordowy
Dodge,Journey,2013,33 500 PLN,181 547 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,287 KM,5,Biały
Dodge,Durango,2019,137 000 PLN,59 147 km,Benzyna,Automatyczna,Kompakt,5 654 cm3,360 KM,5,Czarny
,,Unknown,nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,,,,,,,,
Dodge,Caliber,2007,7 900 PLN,195 000 km,Benzyna,Manualna,Auta miejskie,1 798 cm3,150 KM,5,Czarny
Dodge,Durango,2020,159 000 PLN,66 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Biały
Dodge,Durango,2021,308 000 PLN,47 500 km,Benzyna,Automatyczna,SUV,6 417 cm3,475 KM,5,Srebrny
Dodge,Durango,2021,194 999 PLN,33 100 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Biały
Dodge,Durango,2021,169 000 PLN,82 000 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,360 KM,5,Szary
Dodge,Charger,2019,113 900 PLN,80 000 km,Benzyna,Automatyczna,Sedan,5 654 cm3,370 KM,4,Czarny
Dodge,Journey,2018,73 500 PLN,122 400 km,Benzyna,Automatyczna,SUV,3 604 cm3,287 KM,5,Szary
Dodge,Charger,2021,179 000 PLN,42 000 km,Benzyna,Automatyczna,Sedan,5 654 cm3,370 KM,4,Czarny
Dodge,Journey,2009,24 000 PLN,313 599 km,Benzyna+LPG,Manualna,Minivan,2 360 cm3,170 KM,5,Czarny
Dodge,RAM,2014,71 500 PLN,247 600 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,RAM,2019,115 000 PLN,83 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Biały
Dodge,Durango,2017,120 000 PLN,183 000 km,Benzyna,Automatyczna,SUV,5 645 cm3,365 KM,5,Czerwony
Dodge,Challenger,2016,93 500 PLN,183 000 km,Benzyna,Automatyczna,Coupe,3 604 cm3,309 KM,2,Szary
Dodge,Durango,2019,110 000 PLN,129 750 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Biały
Dodge,Durango,2016,109 000 PLN,275 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Czarny
Dodge,Durango,1998,27 000 PLN,248 000 km,Benzyna,Automatyczna,SUV,5 895 cm3,245 KM,5,Czarny
Dodge,Durango,2019,115 000 PLN,118 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Srebrny
Dodge,Challenger,2015,109 900 PLN,139 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,377 KM,3,Czerwony
Dodge,Challenger,2015,114 900 PLN,69 000 km,Benzyna,Manualna,Coupe,5 654 cm3,372 KM,2,Szary
Dodge,Charger,2021,159 000 PLN,38 743 km,Benzyna,Automatyczna,Sedan,6 400 cm3,485 KM,4,Czarny
Dodge,Durango,2021,155 000 PLN,54 000 km,Benzyna,Automatyczna,SUV,3 600 cm3,306 KM,5,Inny kolor
Dodge,Caliber,2007,10 000 PLN,171 200 km,Benzyna,Automatyczna,Kompakt,2 359 cm3,170 KM,5,Czarny
Dodge,Charger,2018,125 460 PLN,131 514 km,Benzyna,Automatyczna,Sedan,6 417 cm3,492 KM,4,Czarny
Dodge,Charger,2018,88 900 PLN,141 510 km,Benzyna+LPG,Automatyczna,Sedan,3 604 cm3,305 KM,4,Niebieski
