Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Jeep,Wrangler,1986,32 500 PLN,186 000 km,Diesel,Manualna,SUV,2 800 cm3,120 KM,5,Czarny
Jeep,Cherokee,2002,14 500 PLN,286 378 km,Diesel,Manualna,SUV,2 499 cm3,143 KM,5,Beżowy
Jeep,Grand Cherokee,2018,125 500 PLN,57 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Renegade,2016,56 900 PLN,162 000 km,Benzyna,Automatyczna,SUV,1 368 cm3,140 KM,5,Szary
Jeep,Grand Cherokee,1999,11 500 PLN,406 800 km,Benzyna+LPG,Automatyczna,SUV,4 701 cm3,223 KM,5,Czarny
Jeep,Grand Cherokee,2021,198 000 PLN,44 500 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Biały
Jeep,Renegade,2016,59 900 PLN,50 400 km,Benzyna,Manualna,SUV,1 598 cm3,110 KM,5,Żółty
Jeep,Grand Cherokee,2018,119 900 PLN,184 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Grand Cherokee,2013,39 900 PLN,265 000 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Inny kolor
Jeep,Grand Cherokee,2016,88 000 PLN,93 000 km,Diesel,Automatyczna,SUV,2 987 cm3,190 KM,5,Biały
Jeep,Wagoneer,2022,475 500 PLN,17 525 km,Benzyna,Automatyczna,SUV,6 400 cm3,471 KM,5,Biały
Jeep,Compass,2017,54 400 PLN,161 000 km,Benzyna,Manualna,SUV,1 368 cm3,140 KM,5,Biały
Jeep,Grand Cherokee,2013,165 000 PLN,227 400 km,Benzyna,Automatyczna,SUV,6 417 cm3,468 KM,5,Biały
Jeep,Wrangler,2018,136 000 PLN,64 300 km,Benzyna,Automatyczna,SUV,3 605 cm3,284 KM,3,Biały
Jeep,Grand Cherokee,2019,149 900 PLN,79 700 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Czarny
Jeep,Wrangler,2020,190 648,50 400 km,Benzyna,Automatyczna,SUV,1 995 cm3,272 KM,5,Biały
Jeep,Wrangler,2015,52 500 PLN,192 000 km,Benzyna,Automatyczna,SUV,3 605 cm3,284 KM,3,Czarny
Jeep,Grand Cherokee,2019,127 000 PLN,93 500 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Grand Cherokee,2011,66 800 PLN,208 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,352 KM,5,Srebrny
Jeep,Cherokee,1988,21 300 PLN,310 000 km,Benzyna+LPG,Automatyczna,SUV,3 964 cm3,171 KM,5,Zielony
Jeep,Wrangler,2021,249 000 PLN,29 000 km,Benzyna,Automatyczna,SUV,1 995 cm3,272 KM,5,Szary
Jeep,Compass,2021,113 999 PLN,33 123 km,Benzyna,Automatyczna,SUV,2 360 cm3,182 KM,5,Biały
Jeep,Cherokee,1999,43 000 PLN,233 632 km,Benzyna,Manualna,SUV,2 464 cm3,122 KM,5,Niebieski
Jeep,Grand Cherokee,2007,33 999 PLN,280 000 km,Diesel,Automatyczna,SUV,2 987 cm3,218 KM,5,Inny kolor
Jeep,Renegade,2018,57 990 PLN,115 000 km,Benzyna,Automatyczna,SUV,1 368 cm3,140 KM,5,Srebrny
Jeep,Grand Cherokee,2019,115 000 PLN,105 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Grand Cherokee,2014,47 500 PLN,216 960 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Złoty
Jeep,Wrangler,2016,115 700 PLN,105 000 km,Benzyna,Automatyczna,SUV,3 605 cm3,284 KM,3,Zielony
Jeep,Renegade,2016,56 900 PLN,82 000 km,Benzyna,Manualna,SUV,1 598 cm3,110 KM,5,Czarny
Jeep,Liberty,2003,19 900 PLN,177 000 km,Benzyna,Automatyczna,SUV,3 701 cm3,210 KM,5,Srebrny
Jeep,Grand Cherokee,2015,99 000 PLN,116 359 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Liberty,2005,23 500 PLN,78 000 km,Diesel,Automatyczna,SUV,2 776 cm3,163 KM,5,Srebrny
Jeep,Wrangler,2021,207 000 PLN,32 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,285 KM,5,Biały
Jeep,Wrangler,2013,69 000 PLN,233 000 km,Benzyna,Automatyczna,SUV,3 605 cm3,284 KM,3,Srebrny
Jeep,Grand Cherokee,2012,98 000 PLN,234 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,352 KM,5,Czarny
Jeep,Grand Cherokee,2016,189 000 PLN,151 000 km,Benzyna,Automatyczna,SUV,6 417 cm3,468 KM,5,Szary
